-0.014797525	0.14091805	-0.0072033545	0.043301877	-0.060421433	0.031185845	0.016075999	0.38896257	-0.07826581	0.049679287	0.006450071	-0.029659113	-0.0063470146	-0.03424213	0.10143521	0.13199405
-0.14280294	0.24123323	0.09012123	-0.03659483	-0.047565162	-0.027919026	-0.015566163	0.50322574	-0.07225738	0.07526159	-0.016672181	-0.01924594	0.046270896	-0.019202359	0.15089501	0.11626588
-0.15726693	0.2524363	0.03797573	-0.08846019	0.037019428	-0.03590683	0.0016200438	0.61656255	-0.1436698	0.06366065	0.03226045	-0.01010284	0.10190316	-0.0053780847	0.100938395	0.049378112
-0.07109124	0.26817012	0.03368166	-0.03237876	0.011104231	0.037157536	-0.0065663503	0.5278806	-0.0877481	0.05392012	0.020640917	0.018260017	0.022997579	-0.018391345	0.12130707	0.07400439
-0.035148606	0.21534754	-0.03216445	0.017916622	-0.007856904	0.043144137	-0.004771674	0.5448792	-0.08105765	0.06360395	0.057911783	-0.048012648	0.05341788	0.06403864	0.082670934	0.15560864
-0.103433765	0.12754014	-0.0036463235	0.041067317	-0.04965517	-0.014045052	0.023487242	0.41439104	-0.09587145	0.06602509	-0.0006754438	-0.04663031	0.004262908	-0.012511948	0.09488815	0.14574979
-0.046145592	0.23052186	0.0791901	-0.018287519	-0.028478732	0.012241172	0.010147653	0.5781494	-0.06383811	0.10536693	0.0064296215	-0.03522333	0.028524393	-0.03544502	0.08743058	0.14704917
-0.08544692	0.0926125	0.02929865	0.014415586	-0.030037986	0.021618491	-0.032161497	0.437454	-0.00044550435	-0.006045176	-0.022751775	-0.03139002	-0.019169344	0.0360814	0.06925792	0.15858297
-0.08981179	0.1669219	0.051908806	-0.019993473	0.010175706	0.0456293	-0.07055566	0.49552295	-0.055427436	0.07388829	0.053037595	-0.05972018	0.029364452	-0.039435063	0.09116891	0.13334051
-0.1662055	0.24990337	0.12471098	-0.10826913	-0.012039184	-0.042130806	0.008366326	0.4011915	-0.14521962	0.16373436	-0.09935402	0.013058005	0.039576758	-0.055865083	0.084521055	0.0394882
-0.035321217	0.17012644	-0.0024150228	-0.008576762	0.0026194963	-0.015602615	0.029353943	0.37062043	-0.0427795	0.121783	0.018477954	0.026399199	0.00623529	-0.038365107	0.062486023	0.11944339
-0.082286134	0.21603934	0.03783762	-0.02359819	-0.02697595	-0.03852553	-0.02641031	0.4216926	-0.07027481	0.110962406	-0.063939914	-0.0045198184	0.0632244	0.021167947	0.12005391	0.13573451
-0.05974233	0.18725456	0.017120294	0.0331089	0.005654765	-0.02366684	-0.056264564	0.3071701	-0.033617955	0.0641241	0.010152896	0.012359423	0.033461828	-0.021387538	0.07306326	0.118804194
0.020108959	0.120296665	-0.03366689	0.07458435	-0.110665955	0.0217892	-0.020091496	0.31748667	-0.06416222	-0.02220191	0.048277322	-0.051469445	-0.052710988	0.059312966	0.12688984	0.1415108
-0.0357456	0.12030761	0.05355017	-0.037292723	0.028496101	-0.046407394	0.009914152	0.44098836	-0.043225106	0.06400676	-0.051989194	0.01276964	0.051608898	-0.020582797	0.030449795	0.0939635
-0.07492566	0.10637715	0.04754259	-0.018812783	-0.0683589	0.06624028	-0.04116349	0.3265576	-0.035359774	0.010647437	0.07063853	-0.0018810506	-0.0491386	0.0023218156	0.11870147	0.13470577
